report_date,mall,media,campaign_id,campaign_name,landing,impressions,clicks,cost,conversions,conversion_value
2026-07-07,sprint,naver_gfa,,ASD_GFA_SPALL_애드부스트_판매_상시_SS_260320,스마트스토어,20376,55,111676,9,366870
2026-07-07,sprint,naver_gfa,,ASD_GFA_SPALL_카탈로그_판매_상시_SS_260323,스마트스토어,5242,9,15355,0,0
