report_date,mall,media,campaign_id,campaign_name,impressions,clicks,cost,conversions,conversion_value
2024-05-14,cloop,meta,,[리타겟] ABO (off),276,0,2853.1,0.0,0.0
2024-05-14,cloop,meta,,[신규] ASC_애사비소다,9829,225,252014.22,15.0,345061.0
2024-05-15,cloop,meta,,[리타겟] ABO (off),2850,31,52160.23,0.0,0.0
2024-05-15,cloop,meta,,[신규] ASC_애사비소다,12542,498,500448.16,31.0,734610.0
2024-05-17,cloop,meta,,[리타겟] ABO (off),2159,11,51549.44,1.0,18900.0
2024-05-17,cloop,meta,,[신규] ASC_애사비소다,473,11,14795.95,0.0,0.0
2024-05-18,cloop,meta,,[리타겟] ABO (off),2058,18,52915.22,0.0,0.0
2024-05-18,cloop,meta,,[신규] ASC_애사비소다,16338,554,575094.32,54.0,1335700.0
2024-05-19,cloop,meta,,[리타겟] ABO (off),850,9,23845.53,0.0,0.0
2024-05-19,cloop,meta,,[신규] ASC_애사비소다,25135,891,735465.32,75.0,1724013.0
2024-05-20,cloop,meta,,[신규] ASC_애사비소다,27833,811,734917.36,43.0,1282054.0
2024-05-21,cloop,meta,,[신규] ASC_애사비소다,28395,843,797817.4,59.0,1760540.0
2024-05-22,cloop,meta,,[리타겟] ABO (off),0,0,0.0,0.0,0.0
2024-05-22,cloop,meta,,[신규] ASC_애사비소다,36129,1061,1041678.14,66.0,1899541.0
2024-05-23,cloop,meta,,[리타겟] ABO (off),0,0,0.0,1.0,34900.0
2024-05-23,cloop,meta,,[신규] ASC_애사비소다,30007,869,828510.37,47.0,1618800.0
2024-05-23,cloop,meta,,[신규] ASC_제로소다,2206,64,53593.99,2.0,47305.0
2024-05-24,cloop,meta,,[신규] ASC_애사비소다,30965,773,951185.43,49.0,1806800.0
2024-05-24,cloop,meta,,[신규] ASC_제로소다,7180,196,199117.54,8.0,254100.0
2024-05-25,cloop,meta,,[신규] ASC_애사비소다,30861,788,1003773.11,60.0,1902600.0
2024-05-25,cloop,meta,,[신규] ASC_제로소다,10148,216,204302.56,7.0,281000.0
2024-05-26,cloop,meta,,[신규] ASC_애사비소다,33825,939,1239024.08,100.0,3347600.0
2024-05-26,cloop,meta,,[신규] ASC_제로소다,10650,225,235467.27,14.0,619400.0
2024-05-27,cloop,meta,,[리타겟] ABO,300,9,13877.19,2.0,77700.0
2024-05-27,cloop,meta,,[신규] ASC_애사비소다,24194,580,1061728.12,61.0,1979400.0
2024-05-27,cloop,meta,,[신규] ASC_제로소다,12219,221,268568.38,16.0,677810.0
2024-05-28,cloop,meta,,[리타겟] ABO,851,11,30252.13,1.0,34900.0
2024-05-28,cloop,meta,,[신규] ASC_애사비소다,29955,654,1227386.11,75.0,2720100.0
2024-05-28,cloop,meta,,[신규] ASC_제로소다,16114,259,314413.68,13.0,646400.0
2024-05-29,cloop,meta,,[리타겟] ABO,799,12,30484.91,0.0,0.0
2024-05-29,cloop,meta,,[신규] ASC_애사비소다,28462,684,1038920.83,37.0,1374000.0
2024-05-29,cloop,meta,,[신규] ASC_제로소다,20733,261,312970.65,8.0,359200.0
2024-05-30,cloop,meta,,[리타겟] ABO,768,24,30048.19,3.0,107700.0
2024-05-30,cloop,meta,,[신규] ASC_애사비소다,39144,1275,965905.16,66.0,2168401.0
2024-05-30,cloop,meta,,[신규] ASC_제로소다,16312,190,249452.61,8.0,367910.0
2024-05-31,cloop,meta,,[리타겟] ABO,839,27,30460.19,3.0,112700.0
2024-05-31,cloop,meta,,[신규] ASC_애사비소다,29240,970,785741.68,48.0,1651800.0
2024-05-31,cloop,meta,,[신규] ASC_제로소다,515,11,15071.99,0.0,0.0
2024-06-01,cloop,meta,,[리타겟] ABO,810,25,30244.92,1.0,32900.0
2024-06-01,cloop,meta,,[신규] ASC_애사비소다,48653,1411,1088346.41,67.0,2324900.0
2024-06-01,cloop,meta,,[신규] ASC_제로소다,18966,214,236134.71,10.0,362900.0
2024-06-01,cloop,meta,,[신규] CBO_제로토닉,2999,54,105652.25,4.0,143600.0
2024-06-02,cloop,meta,,[리타겟] ABO,903,23,34728.51,3.0,115700.0
2024-06-02,cloop,meta,,[신규] ASC_애사비소다,45408,1293,1217546.52,62.0,2097000.0
2024-06-02,cloop,meta,,[신규] ASC_제로소다,23715,262,367156.89,6.0,239400.0
2024-06-02,cloop,meta,,[신규] CBO_제로토닉,1081,24,38729.03,0.0,0.0
2024-06-03,cloop,meta,,[리타겟] ABO,1164,24,41435.87,5.0,168500.0
2024-06-03,cloop,meta,,[신규] ASC_애사비소다,41593,935,1184615.36,60.0,2206963.0
2024-06-03,cloop,meta,,[신규] ASC_제로소다,21728,193,236696.06,9.0,283100.0
2024-06-03,cloop,meta,,[신규] CBO_제로토닉,0,0,0.0,0.0,0.0
2024-06-04,cloop,meta,,[리타겟] ABO,1165,22,45699.04,5.0,164500.0
2024-06-04,cloop,meta,,[신규] ASC_애사비소다,40487,906,1137094.25,41.0,1262130.0
2024-06-04,cloop,meta,,[신규] ASC_제로소다,11220,183,202327.02,5.0,215500.0
2024-06-04,cloop,meta,,[신규] CBO_제로토닉,0,0,0.0,0.0,0.0
2024-06-05,cloop,meta,,[리타겟] ABO,1342,28,50761.49,0.0,0.0
2024-06-05,cloop,meta,,[신규] ASC_애사비소다,38605,751,1017231.09,40.0,1364700.0
2024-06-05,cloop,meta,,[신규] ASC_제로소다,13751,261,269109.13,13.0,522700.0
2024-06-06,cloop,meta,,[리타겟] ABO,1318,28,51142.59,3.0,67331.0
2024-06-06,cloop,meta,,[신규] ASC_애사비소다,38906,1010,989765.11,60.0,2134045.0
2024-06-06,cloop,meta,,[신규] ASC_제로소다,20852,442,415873.83,15.0,908723.0
2024-06-07,cloop,meta,,[리타겟] ABO,1261,29,51320.78,0.0,0.0
2024-06-07,cloop,meta,,[신규] ASC_애사비소다,37157,1110,973978.3,52.0,1775203.0
2024-06-07,cloop,meta,,[신규] ASC_제로소다,36067,618,546094.67,39.0,1783304.0
2024-06-07,cloop,meta,,[온드] 트래픽 캠페인,1254,15,7602.43,0.0,0.0
2024-06-08,cloop,meta,,[리타겟] ABO,524,6,17479.1,1.0,32900.0
2024-06-08,cloop,meta,,[신규] ASC_애사비소다,48061,1589,1083324.13,63.0,1925416.0
2024-06-08,cloop,meta,,[신규] ASC_제로소다,47867,852,689571.61,55.0,2129010.0
2024-06-09,cloop,meta,,[리타겟] ABO,1571,32,54688.88,8.0,286200.0
2024-06-09,cloop,meta,,[신규] ASC_애사비소다,71043,2037,1449745.6,109.0,3651500.0
2024-06-09,cloop,meta,,[신규] ASC_제로소다,74133,1313,984337.01,61.0,2701287.0
2024-06-09,cloop,meta,,[온드] 트래픽 캠페인,3514,41,16811.66,0.0,0.0
2024-06-10,cloop,meta,,[리타겟] ABO,1564,32,53108.86,2.0,80800.0
2024-06-10,cloop,meta,,[신규] ASC_애사비소다,69103,1876,1614016.18,90.0,3115900.0
2024-06-10,cloop,meta,,[신규] ASC_제로소다,87553,1333,1058830.73,55.0,2550100.0
2024-06-10,cloop,meta,,[신규] CBO_제로토닉,2451,40,67561.82,0.0,0.0
2024-06-10,cloop,meta,,[온드] 트래픽 캠페인,2296,38,14215.03,0.0,0.0
2024-06-11,cloop,meta,,[리타겟] ABO,1593,36,51480.43,6.0,142400.0
2024-06-11,cloop,meta,,[신규] ASC_애사비소다,69757,1849,1722950.01,121.0,4037792.0
2024-06-11,cloop,meta,,[신규] ASC_제로소다,109877,1578,1340283.38,70.0,2729242.0
2024-06-11,cloop,meta,,[신규] CBO_제로토닉,6308,179,153676.0,6.0,204200.0
2024-06-11,cloop,meta,,[온드] 트래픽 캠페인,1940,46,15214.13,0.0,0.0
2024-06-12,cloop,meta,,[리타겟] ABO,1671,52,51069.46,6.0,154400.0
2024-06-12,cloop,meta,,[신규] ASC_애사비소다,63196,1716,1823081.46,105.0,3515000.0
2024-06-12,cloop,meta,,[신규] ASC_제로소다,132403,1766,1494094.31,95.0,4401762.0
2024-06-12,cloop,meta,,[신규] CBO_제로토닉,6418,168,153789.3,9.0,245263.0
2024-06-12,cloop,meta,,[온드] 트래픽 캠페인,1471,56,15598.32,0.0,0.0
2024-06-13,cloop,meta,,[리타겟] ABO,1688,46,51411.42,7.0,302300.0
2024-06-13,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,5430,113,87770.42,5.0,344742.0
2024-06-13,cloop,meta,,[신규] ASC_HDEX 퍼포먼스(off),1319,27,25617.13,0.0,0.0
2024-06-13,cloop,meta,,[신규] ASC_애사비소다,49670,1226,1561748.83,84.0,2810291.0
2024-06-13,cloop,meta,,[신규] ASC_제로소다,145161,1674,1742130.67,97.0,4244295.0
2024-06-13,cloop,meta,,[신규] CBO_제로토닉,4607,91,150347.04,6.0,172400.0
2024-06-13,cloop,meta,,[온드] 트래픽 캠페인,642,23,6256.22,0.0,0.0
2024-06-14,cloop,meta,,[리타겟] ABO,2460,63,77602.26,13.0,436300.0
2024-06-14,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,11446,233,184133.1,6.0,291400.0
2024-06-14,cloop,meta,,[신규] ASC_애사비소다,53364,1396,1627652.35,92.0,3334000.0
2024-06-14,cloop,meta,,[신규] ASC_제로소다,151900,1670,1844288.13,88.0,3707240.0
2024-06-14,cloop,meta,,[신규] CBO_제로토닉,3887,94,152226.79,7.0,199100.0
2024-06-15,cloop,meta,,[리타겟] ABO,2569,74,79709.64,7.0,259240.0
2024-06-15,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,10290,179,179318.88,6.0,348300.0
2024-06-15,cloop,meta,,[신규] ASC_애사비소다,56507,1261,1579644.05,85.0,3297643.0
2024-06-15,cloop,meta,,[신규] ASC_제로소다,145110,1551,1685801.0,90.0,4061843.0
2024-06-15,cloop,meta,,[신규] CBO_제로토닉,3542,95,140892.67,5.0,150500.0
2024-06-16,cloop,meta,,[리타겟] ABO,2888,90,95312.08,14.0,577300.0
2024-06-16,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,15146,264,229531.38,7.0,306100.0
2024-06-16,cloop,meta,,[신규] ASC_애사비소다,76361,1708,2226609.71,114.0,4339151.0
2024-06-16,cloop,meta,,[신규] ASC_제로소다,153936,1754,2116335.85,103.0,4125492.0
2024-06-16,cloop,meta,,[신규] CBO_제로토닉,2804,59,110647.75,4.0,115600.0
2024-06-17,cloop,meta,,[리타겟] ABO,3387,79,95791.03,10.0,413000.0
2024-06-17,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,17406,242,246984.73,4.0,201600.0
2024-06-17,cloop,meta,,[신규] ASC_애사비소다,64088,1095,1873421.68,82.0,3035248.0
2024-06-17,cloop,meta,,[신규] ASC_제로소다,108200,1103,1724799.89,50.0,1983700.0
2024-06-17,cloop,meta,,[신규] CBO_제로토닉,3684,58,106832.63,4.0,171600.0
2024-06-18,cloop,meta,,[리타겟] ABO,3077,70,92578.46,9.0,347100.0
2024-06-18,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,14103,177,193716.22,3.0,114700.0
2024-06-18,cloop,meta,,[신규] ASC_애사비소다,45404,855,1552530.33,62.0,2216351.0
2024-06-18,cloop,meta,,[신규] ASC_제로소다,73717,711,1267019.48,37.0,1357372.0
2024-06-18,cloop,meta,,[신규] CBO_제로토닉,2136,48,67847.13,3.0,133400.0
2024-06-19,cloop,meta,,[리타겟] ABO,3830,74,111114.34,8.0,269200.0
2024-06-19,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,14453,226,351238.24,5.0,213500.0
2024-06-19,cloop,meta,,[신규] ASC_애사비소다,58062,1190,1815167.97,70.0,2564302.0
2024-06-19,cloop,meta,,[신규] ASC_제로소다,45089,435,1125547.95,43.0,1974253.0
2024-06-20,cloop,meta,,[리타겟] ABO,3797,93,113730.54,12.0,358800.0
2024-06-20,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,13952,192,319485.4,3.0,112700.0
2024-06-20,cloop,meta,,[신규] ASC_애사비소다,32882,493,1081764.71,44.0,1506500.0
2024-06-20,cloop,meta,,[신규] ASC_제로소다,51754,828,1284243.14,33.0,1426321.0
2024-06-20,cloop,meta,,[신규] CBO_제로토닉,0,0,0.0,1.0,56900.0
2024-06-21,cloop,meta,,[리타겟] ABO,3659,62,112095.93,8.0,226200.0
2024-06-21,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,12523,168,297191.05,8.0,363100.0
2024-06-21,cloop,meta,,[신규] ASC_애사비소다,40870,739,1083400.35,47.0,1488830.0
2024-06-21,cloop,meta,,[신규] ASC_제로소다,30648,543,803469.01,23.0,900200.0
2024-06-21,cloop,meta,,[신규] CBO_제로토닉,0,0,0.0,1.0,56900.0
2024-06-22,cloop,meta,,[리타겟] ABO,4052,77,126676.61,15.0,592500.0
2024-06-22,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,10834,148,280585.39,4.0,141723.0
2024-06-22,cloop,meta,,[신규] ASC_애사비소다,45232,765,1048051.78,38.0,1436151.0
2024-06-22,cloop,meta,,[신규] ASC_제로소다,29798,326,565953.07,18.0,689100.0
2024-06-23,cloop,meta,,[리타겟] ABO,4498,89,140425.05,16.0,554399.0
2024-06-23,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,10280,142,241493.8,6.0,284300.0
2024-06-23,cloop,meta,,[신규] ASC_애사비소다,63752,1189,1446697.83,91.0,2941900.0
2024-06-23,cloop,meta,,[신규] ASC_제로소다,33248,284,515787.95,26.0,914000.0
2024-06-24,cloop,meta,,[리타겟] ABO,4187,58,123758.62,5.0,155671.0
2024-06-24,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,11368,185,230389.37,6.0,289400.0
2024-06-24,cloop,meta,,[신규] ASC_애사비소다,60674,1049,1594773.72,68.0,2514054.0
2024-06-24,cloop,meta,,[신규] ASC_제로소다,22315,205,421258.67,16.0,540821.0
2024-06-25,cloop,meta,,[리타겟] ABO,3770,40,114280.56,3.0,111400.0
2024-06-25,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,3829,35,115985.21,3.0,93700.0
2024-06-25,cloop,meta,,[신규] ASC_애사비소다,47525,665,1549766.84,55.0,1981150.0
2024-06-25,cloop,meta,,[신규] ASC_제로소다,19456,137,445321.53,18.0,785923.0
2024-06-26,cloop,meta,,[리타겟] ABO,3219,35,125576.57,10.0,433000.0
2024-06-26,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,0,0,0.0,0.0,0.0
2024-06-26,cloop,meta,,[신규] ASC_애사비소다,49230,722,1539698.59,51.0,1923043.0
2024-06-26,cloop,meta,,[신규] ASC_제로소다,21587,163,454848.0,19.0,811050.0
2024-06-27,cloop,meta,,[리타겟] ABO,3563,51,125963.85,9.0,322600.0
2024-06-27,cloop,meta,,[신규] ASC_HDEX 퍼포먼스 캠페인,0,0,0.0,1.0,55900.0
2024-06-27,cloop,meta,,[신규] ASC_애사비소다,47933,635,1455895.73,50.0,1621783.0
2024-06-27,cloop,meta,,[신규] ASC_제로소다,30686,224,568228.34,14.0,647711.0
2024-06-28,cloop,meta,,[리타겟] ABO,3166,37,127294.61,8.0,336200.0
2024-06-28,cloop,meta,,[신규] ASC_애사비소다,15266,271,467203.88,22.0,781292.0
2024-06-28,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,36140,665,720452.04,36.0,1247810.0
2024-06-28,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,33496,628,722075.32,42.0,1616813.0
2024-06-28,cloop,meta,,[신규] ASC_제로소다,24452,257,478185.74,22.0,853131.0
2024-06-29,cloop,meta,,[리타겟] ABO,3667,81,126149.25,7.0,241300.0
2024-06-29,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,59464,1392,1020582.71,71.0,2619300.0
2024-06-29,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,64183,1665,1049399.02,93.0,3315091.0
2024-06-29,cloop,meta,,[신규] ASC_제로소다,32578,350,552953.44,28.0,1061111.0
2024-06-30,cloop,meta,,[리타겟] ABO,4105,97,136571.82,18.0,675931.0
2024-06-30,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,61815,1631,1213002.16,85.0,2746920.0
2024-06-30,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,66223,1927,1230618.25,109.0,3869454.0
2024-06-30,cloop,meta,,[신규] ASC_제로소다,33028,337,589953.1,27.0,1120110.0
2024-07-01,cloop,meta,,[리타겟] ABO,4790,103,148607.37,17.0,640082.0
2024-07-01,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,59440,1305,1357671.84,73.0,2663092.0
2024-07-01,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,57889,1538,1342757.44,109.0,3670201.0
2024-07-01,cloop,meta,,[신규] ASC_제로소다,32689,362,657529.34,28.0,940401.0
2024-07-02,cloop,meta,,[리타겟] ABO,5021,98,157402.54,15.0,673781.0
2024-07-02,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,50582,857,1244498.53,62.0,2064100.0
2024-07-02,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,52837,1379,1249020.23,87.0,2994717.0
2024-07-02,cloop,meta,,[신규] ASC_제로소다,38965,370,579495.51,25.0,1031554.0
2024-07-03,cloop,meta,,[리타겟] ABO,4688,60,146504.11,8.0,270100.0
2024-07-03,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,53815,936,1329054.32,75.0,2550459.0
2024-07-03,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,56876,1424,1330424.22,101.0,3292363.0
2024-07-03,cloop,meta,,[신규] ASC_제로소다,36755,305,462734.71,21.0,999500.0
2024-07-04,cloop,meta,,[리타겟] ABO,3853,50,134264.62,9.0,402501.0
2024-07-04,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,51878,911,1302499.89,56.0,1932742.0
2024-07-04,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,59185,1338,1298230.54,99.0,3375738.0
2024-07-04,cloop,meta,,[신규] ASC_제로소다,30508,239,447154.93,10.0,395700.0
2024-07-05,cloop,meta,,[리타겟] ABO,4042,43,133566.28,8.0,308200.0
2024-07-05,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,48641,667,1282815.56,58.0,2286662.0
2024-07-05,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,56020,1117,1306015.28,76.0,2414661.0
2024-07-05,cloop,meta,,[신규] ASC_제로소다,24585,183,299645.54,20.0,656900.0
2024-07-06,cloop,meta,,[리타겟] ABO,3670,55,133161.49,8.0,301000.0
2024-07-06,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,45413,717,1326486.53,55.0,2200200.0
2024-07-06,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,54892,1296,1325952.99,97.0,3392800.0
2024-07-06,cloop,meta,,[신규] ASC_제로소다,23256,173,310700.53,14.0,547711.0
2024-07-07,cloop,meta,,[리타겟] ABO,4222,62,144997.22,5.0,189252.0
2024-07-07,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,83292,1487,1657363.73,85.0,2967185.0
2024-07-07,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,84402,1732,1736596.48,145.0,5243505.0
2024-07-07,cloop,meta,,[신규] ASC_제로소다,33651,220,391717.24,20.0,887923.0
2024-07-08,cloop,meta,,[리타겟] ABO,3796,59,113263.95,6.0,155400.0
2024-07-08,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,61838,1179,1469547.35,70.0,2704251.0
2024-07-08,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,75348,1525,1630501.33,109.0,3386900.0
2024-07-08,cloop,meta,,[신규] ASC_제로소다,38862,246,421566.64,19.0,626890.0
2024-07-09,cloop,meta,,[리타겟] ABO,421,5,13177.82,1.0,30900.0
2024-07-09,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,52585,785,1345442.65,55.0,2024800.0
2024-07-09,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,61317,1042,1258766.09,60.0,2129500.0
2024-07-09,cloop,meta,,[신규] ASC_제로소다,48751,239,445661.43,23.0,992372.0
2024-07-10,cloop,meta,,[리타겟] ABO,1280,17,52034.57,3.0,82700.0
2024-07-10,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,40509,576,1234570.36,72.0,2596673.0
2024-07-10,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,49051,961,1210587.84,73.0,2388400.0
2024-07-10,cloop,meta,,[신규] ASC_제로소다,64488,335,606747.25,20.0,736120.0
2024-07-11,cloop,meta,,[리타겟] ABO,1269,19,49155.72,3.0,88700.0
2024-07-11,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,32422,363,1041758.48,29.0,1047374.0
2024-07-11,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,45733,854,1067777.31,71.0,2635762.0
2024-07-11,cloop,meta,,[신규] ASC_제로소다,23481,264,431546.31,15.0,533282.0
2024-07-12,cloop,meta,,[리타겟] ABO,0,0,0.0,1.0,32900.0
2024-07-12,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,41363,782,1084785.7,54.0,1941300.0
2024-07-12,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,49294,958,1263087.97,86.0,3240878.0
2024-07-12,cloop,meta,,[신규] ASC_제로소다,17872,213,388958.9,9.0,361762.0
2024-07-13,cloop,meta,,[리타겟] ABO,0,0,0.0,0.0,0.0
2024-07-13,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,34433,522,858899.49,40.0,1374042.0
2024-07-13,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,49744,1025,1167958.2,77.0,2653051.0
2024-07-13,cloop,meta,,[신규] ASC_제로소다,19092,157,372117.37,11.0,440371.0
2024-07-14,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,38840,466,1095356.59,54.0,2105114.0
2024-07-14,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,64753,1371,1417826.93,109.0,3772593.0
2024-07-14,cloop,meta,,[신규] ASC_제로소다,24243,159,358872.6,8.0,263491.0
2024-07-15,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,48700,865,1243976.32,53.0,1789500.0
2024-07-15,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,56310,1163,1327081.87,67.0,2080600.0
2024-07-15,cloop,meta,,[신규] ASC_제로소다,16396,140,311220.68,11.0,455711.0
2024-07-16,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,42420,738,1132120.38,45.0,1437783.0
2024-07-16,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,38964,609,1119893.25,60.0,2293533.0
2024-07-16,cloop,meta,,[신규] ASC_제로소다,14062,173,301376.97,16.0,602100.0
2024-07-17,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,35881,419,1098468.22,45.0,1576101.0
2024-07-17,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,38071,561,1042301.29,57.0,1802100.0
2024-07-17,cloop,meta,,[신규] ASC_제로소다,15711,185,331704.29,18.0,685050.0
2024-07-18,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,34527,399,994609.2,44.0,1542500.0
2024-07-18,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,37135,550,993576.11,44.0,1629400.0
2024-07-18,cloop,meta,,[신규] ASC_제로소다,21447,274,426396.31,25.0,999351.0
2024-07-19,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,30481,401,1014982.6,39.0,1549983.0
2024-07-19,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,34140,436,1059722.71,55.0,2200351.0
2024-07-19,cloop,meta,,[신규] ASC_제로소다,25306,281,507838.41,23.0,857422.0
2024-07-20,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,31508,315,1050464.04,41.0,1698931.0
2024-07-20,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,33965,433,1044184.13,54.0,2101083.0
2024-07-20,cloop,meta,,[신규] ASC_제로소다,25588,175,416557.75,11.0,468600.0
2024-07-21,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,38647,462,1230562.63,37.0,1388205.0
2024-07-21,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,47335,914,1194278.82,53.0,1856931.0
2024-07-21,cloop,meta,,[신규] ASC_제로소다,28629,200,490869.16,24.0,1007691.0
2024-07-22,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,488,10,12211.68,10.0,412800.0
2024-07-22,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,139963,2142,3314950.97,162.0,6216396.0
2024-07-22,cloop,meta,,[신규] ASC_제로소다,53642,574,1165325.52,36.0,1378420.0
2024-07-23,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,0,0,0.0,2.0,114475.0
2024-07-23,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,59430,803,1655423.21,83.0,3185828.0
2024-07-23,cloop,meta,,[신규] ASC_제로소다,25265,194,398846.9,13.0,578053.0
2024-07-24,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,0,0,0.0,3.0,190011.0
2024-07-24,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,75344,1067,1943917.97,85.0,2989884.0
2024-07-24,cloop,meta,,[신규] ASC_제로소다,28844,180,462380.39,9.0,438603.0
2024-07-25,cloop,meta,,[신규] ASC_애사비소다&제로소다 통합 캠페인 캠페인,41340,722,769649.99,47.0,1568363.0
2024-07-25,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,0,0,0.0,2.0,62700.0
2024-07-25,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,32574,459,857427.62,33.0,1205645.0
2024-07-25,cloop,meta,,[신규] ASC_제로소다,19334,116,323803.16,15.0,823650.0
2024-07-26,cloop,meta,,[신규] ASC_애사비소다&제로소다 통합 캠페인 캠페인,78798,1104,1655143.05,84.0,2845126.0
2024-07-26,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,0,0,0.0,0.0,0.0
2024-07-26,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,0,0,0.0,6.0,222633.0
2024-07-26,cloop,meta,,[신규] ASC_제로소다,0,0,0.0,5.0,339600.0
2024-07-27,cloop,meta,,[신규] ASC_애사비소다&제로소다 통합 캠페인 캠페인,80600,1166,1784343.16,105.0,4068442.0
2024-07-27,cloop,meta,,[신규] ASC_애사비소다_Test_기존 캠페인_cell_A,0,0,0.0,1.0,23271.0
2024-07-27,cloop,meta,,[신규] ASC_애사비소다_Test_신규 캠페인_cell_B,0,0,0.0,5.0,154400.0
2024-07-27,cloop,meta,,[신규] ASC_제로소다,0,0,0.0,1.0,67700.0
2024-07-28,cloop,meta,,[신규] ASC_애사비소다&제로소다 통합 캠페인 캠페인,90784,1083,2263969.87,104.0,4064825.0
