report_date,mall,media,campaign_id,campaign_name,impressions,clicks,cost,conversions,conversion_value
2024-11-23,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,4273,213,167785.97,4.0,138400.0
2024-11-23,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,5489,91,234218.91,5.0,204500.0
2024-11-24,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,57258,416,868314.72,55.0,2549744.0
2024-11-24,cloop,meta,,[애사비딥] CBO 구매 캠페인,44036,415,1056438.04,63.0,3205205.0
2024-11-24,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5959,135,122848.1,13.0,555392.0
2024-11-24,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,111179,1032,1774205.9,101.0,4680469.0
2024-11-24,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,79758,954,1754952.11,111.0,4557480.0
2024-11-24,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,113055,1732,2576371.96,208.0,9806982.0
2024-11-24,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,5039,201,220751.66,3.0,126700.0
2024-11-24,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,6288,85,283016.19,2.0,73800.0
2024-11-25,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,54871,329,814437.48,45.0,2401077.0
2024-11-25,cloop,meta,,[애사비딥] CBO 구매 캠페인,43802,356,989250.11,49.0,2671811.0
2024-11-25,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5755,123,109464.28,8.0,289142.0
2024-11-25,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,97623,880,1595451.46,78.0,3269720.0
2024-11-25,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,66007,743,1495411.68,106.0,4486548.0
2024-11-25,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,12019,473,72574.83,0.0,0.0
2024-11-25,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,100598,1321,2386466.74,146.0,6770345.0
2024-11-25,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,3335,117,139390.93,3.0,121700.0
2024-11-25,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,7699,130,342382.3,8.0,311100.0
2024-11-26,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,50180,328,789405.39,40.0,2024578.0
2024-11-26,cloop,meta,,[애사비딥] CBO 구매 캠페인,35084,311,907678.23,33.0,1643365.0
2024-11-26,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6337,129,105365.91,2.0,89700.0
2024-11-26,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,84829,1015,1544647.74,77.0,3164233.0
2024-11-26,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,54392,644,1265199.47,63.0,2668416.0
2024-11-26,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,32041,1263,149754.79,4.0,142600.0
2024-11-26,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,92305,1184,2187131.87,121.0,5769381.0
2024-11-26,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,240,2,6828.9,0.0,0.0
2024-11-26,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2926,102,111640.67,2.0,104900.0
2024-11-26,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,5355,87,232840.77,4.0,159600.0
2024-11-27,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,45258,318,783226.42,27.0,1186552.0
2024-11-27,cloop,meta,,[애사비딥] CBO 구매 캠페인,45804,476,1175486.47,77.0,3893199.0
2024-11-27,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5732,110,98761.55,10.0,354800.0
2024-11-27,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,61915,805,1236550.02,74.0,3097254.0
2024-11-27,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,56110,958,1580036.48,103.0,4056536.0
2024-11-27,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,17469,733,82266.1,4.0,227400.0
2024-11-27,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,117364,1315,2622582.91,162.0,7515203.0
2024-11-27,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,9060,152,168142.35,8.0,286200.0
2024-11-27,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2565,99,110149.23,5.0,310022.0
2024-11-27,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,5986,96,254087.61,8.0,476500.0
2024-11-28,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,30767,267,699905.6,35.0,1723280.0
2024-11-28,cloop,meta,,[애사비딥] CBO 구매 캠페인,33532,404,940064.52,54.0,2384052.0
2024-11-28,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5588,110,92698.97,6.0,285200.0
2024-11-28,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,59403,748,1216555.66,70.0,2900114.0
2024-11-28,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,37968,507,930359.86,68.0,2731194.0
2024-11-28,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,15081,646,70712.59,0.0,0.0
2024-11-28,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,120923,1347,2560791.15,135.0,6371105.0
2024-11-28,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,11991,145,193441.21,8.0,297000.0
2024-11-28,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2438,91,95019.56,2.0,106700.0
2024-11-28,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,5336,83,221797.11,9.0,281821.0
2024-11-29,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,43188,275,717922.36,29.0,1528933.0
2024-11-29,cloop,meta,,[애사비딥] CBO 구매 캠페인,26880,352,793020.69,35.0,1574051.0
2024-11-29,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5475,105,95967.16,3.0,140700.0
2024-11-29,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,61352,754,1338337.71,73.0,3326697.0
2024-11-29,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,34034,357,821489.89,26.0,1143743.0
2024-11-29,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,22135,622,89548.2,2.0,56800.0
2024-11-29,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,105250,1059,2226414.01,114.0,4967841.0
2024-11-29,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,16830,191,202866.74,12.0,485500.0
2024-11-29,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2657,85,90180.62,2.0,55800.0
2024-11-29,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,5838,78,238831.25,3.0,91500.0
2024-11-30,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,45739,298,733925.47,39.0,2228016.0
2024-11-30,cloop,meta,,[애사비딥] CBO 구매 캠페인,30393,450,788420.71,32.0,1666002.0
2024-11-30,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5872,167,95823.99,5.0,126500.0
2024-11-30,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,55850,970,1405771.81,72.0,2900903.0
2024-11-30,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,42069,394,949104.83,41.0,1716628.0
2024-11-30,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,23080,666,92913.21,0.0,0.0
2024-11-30,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,91406,1100,2001401.24,104.0,4637326.0
2024-11-30,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,10751,143,187724.71,3.0,114182.0
2024-11-30,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2505,96,81656.34,1.0,30900.0
2024-11-30,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,4847,126,229539.62,7.0,285400.0
2024-12-01,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,72353,414,953368.0,61.0,3091702.0
2024-12-01,cloop,meta,,[애사비딥] CBO 구매 캠페인,46246,719,1082520.73,53.0,2692487.0
2024-12-01,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,7770,200,121160.96,5.0,192500.0
2024-12-01,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,81826,1144,1622943.19,91.0,3624749.0
2024-12-01,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,61870,471,1151365.93,56.0,2496334.0
2024-12-01,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,25956,931,111179.23,1.0,49900.0
2024-12-01,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,114924,1461,2447307.81,190.0,8886009.0
2024-12-01,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,10264,129,226298.21,8.0,457100.0
2024-12-01,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,3886,163,120655.23,2.0,86800.0
2024-12-01,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,6333,134,293516.01,6.0,193400.0
2024-12-02,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,60260,396,1012704.24,55.0,2992707.0
2024-12-02,cloop,meta,,[애사비딥] CBO 구매 캠페인,33302,463,830407.63,62.0,2884214.0
2024-12-02,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6316,162,107660.75,4.0,154500.0
2024-12-02,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,93634,1606,1737119.72,138.0,6213102.0
2024-12-02,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,43883,484,1026127.2,42.0,1758426.0
2024-12-02,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,24445,728,104692.29,1.0,34900.0
2024-12-02,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,99725,1251,2520988.86,148.0,6311404.0
2024-12-02,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,15481,166,231926.13,12.0,613833.0
2024-12-02,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2983,131,96397.7,7.0,243100.0
2024-12-02,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,4983,101,241195.1,5.0,247600.0
2024-12-03,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,46524,387,938351.63,27.0,1328634.0
2024-12-03,cloop,meta,,[애사비딥] CBO 구매 캠페인,30796,384,759673.41,34.0,1444040.0
2024-12-03,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,51477,650,1277045.5,44.0,2061920.0
2024-12-03,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,43767,572,947336.32,38.0,1479903.0
2024-12-03,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6214,140,102190.42,4.0,192372.0
2024-12-03,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,48948,656,833360.64,60.0,2539148.0
2024-12-03,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,27377,226,568763.94,27.0,1268524.0
2024-12-03,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,24982,619,100744.3,3.0,112700.0
2024-12-03,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,72759,1112,1859957.52,121.0,5393787.0
2024-12-03,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,14381,142,194845.1,3.0,118050.0
2024-12-03,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2590,66,108445.61,4.0,217500.0
2024-12-03,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,7696,96,261512.88,3.0,141600.0
2024-12-04,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,31612,264,516279.26,24.0,1134543.0
2024-12-04,cloop,meta,,[애사비딥] CBO 구매 캠페인,32131,360,781016.04,49.0,2058878.0
2024-12-04,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,41053,594,1110671.66,57.0,2459482.0
2024-12-04,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,62258,885,1288900.8,73.0,2935707.0
2024-12-04,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5803,149,98635.89,6.0,201300.0
2024-12-04,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,5524,54,84056.24,12.0,482640.0
2024-12-04,cloop,meta,,[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,4779,37,86786.77,10.0,405600.0
2024-12-04,cloop,meta,,[애사비소다] ASC_트래픽 캠페인_241125,0,0,0.0,1.0,34900.0
2024-12-04,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,78070,1084,1843754.59,128.0,5300808.0
2024-12-04,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,11129,113,202818.33,4.0,112600.0
2024-12-04,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,2369,76,102505.6,3.0,103009.0
2024-12-04,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,8144,104,268090.46,3.0,78600.0
2024-12-05,cloop,meta,,(off)[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,3.0,125600.0
2024-12-05,cloop,meta,,(off)[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,0,0,0.0,3.0,117600.0
2024-12-05,cloop,meta,,(off)[애사비소다] ASC_트래픽 캠페인_241125,0,0,0.0,0.0,0.0
2024-12-05,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,26461,214,503230.19,15.0,759356.0
2024-12-05,cloop,meta,,[애사비딥] CBO 구매 캠페인,33366,354,851691.55,39.0,1807323.0
2024-12-05,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,50918,684,1432932.91,54.0,2345311.0
2024-12-05,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,78019,1371,1710031.75,84.0,3587958.0
2024-12-05,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5607,128,98235.22,2.0,83600.0
2024-12-05,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,101674,1345,2446085.2,131.0,5392562.0
2024-12-05,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,6385,54,144901.43,2.0,94800.0
2024-12-05,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,1804,55,77717.62,2.0,48800.0
2024-12-05,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,7226,90,257797.67,5.0,207300.0
2024-12-06,cloop,meta,,(off)[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,0,0,0.0,3.0,193245.0
2024-12-06,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,21147,225,517630.62,25.0,1089194.0
2024-12-06,cloop,meta,,[애사비딥] CBO 구매 캠페인,40780,418,887789.96,38.0,1808817.0
2024-12-06,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,44510,419,1326189.89,47.0,2298219.0
2024-12-06,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,65244,745,1222891.19,52.0,2255598.0
2024-12-06,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5601,129,95834.29,4.0,109600.0
2024-12-06,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,0.0,0.0
2024-12-06,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,92869,901,1852320.07,89.0,3784948.0
2024-12-06,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,4707,49,101057.42,1.0,59900.0
2024-12-06,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,1315,31,48446.05,1.0,30900.0
2024-12-06,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,7274,78,239997.21,4.0,127600.0
2024-12-07,cloop,meta,,(off)[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,0,0,0.0,0.0,0.0
2024-12-07,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,8711,125,246226.65,4.0,160600.0
2024-12-07,cloop,meta,,[애사비딥] CBO 구매 캠페인,38682,468,973921.65,44.0,2274175.0
2024-12-07,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,37438,315,1059974.03,33.0,1482746.0
2024-12-07,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,47455,486,975786.98,41.0,1687812.0
2024-12-07,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5731,134,96894.16,4.0,165401.0
2024-12-07,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,57577,501,882988.1,35.0,1581416.0
2024-12-07,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,88705,888,1902883.8,89.0,3724574.0
2024-12-07,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,3794,32,98277.45,2.0,75581.0
2024-12-07,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,1279,37,46673.42,0.0,0.0
2024-12-07,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,7144,74,239983.82,4.0,226422.0
2024-12-08,cloop,meta,,(off)[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,0,0,0.0,0.0,0.0
2024-12-08,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,0,0,0.0,3.0,71832.0
2024-12-08,cloop,meta,,[애사비딥] CBO 구매 캠페인,58818,720,1315271.89,58.0,2488955.0
2024-12-08,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,40350,483,1220198.77,56.0,2657558.0
2024-12-08,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,64727,703,1239645.17,79.0,3250160.0
2024-12-08,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,7390,213,128581.08,11.0,450700.0
2024-12-08,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,32988,281,556377.16,30.0,1112347.0
2024-12-08,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,122939,1425,2710644.82,155.0,6264685.0
2024-12-08,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,3844,36,92164.4,2.0,51800.0
2024-12-08,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,1122,42,49836.55,1.0,17900.0
2024-12-08,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,6684,73,238455.3,2.0,48800.0
2024-12-09,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,0,0,0.0,1.0,34900.0
2024-12-09,cloop,meta,,[애사비딥] CBO 구매 캠페인,47963,548,1043224.17,57.0,2712332.0
2024-12-09,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,47804,543,1257702.1,55.0,2885722.0
2024-12-09,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,58648,592,1196766.27,83.0,3364483.0
2024-12-09,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6655,154,102399.51,3.0,85492.0
2024-12-09,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,7210,68,118203.83,6.0,236400.0
2024-12-09,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,104531,1147,2349422.79,139.0,5803372.0
2024-12-09,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,0,0,0.0,0.0,0.0
2024-12-09,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,0,0,0.0,0.0,0.0
2024-12-10,cloop,meta,,(off)[애사비소다] ASC_소재 테스트 캠페인_241031 캠페인,0,0,0.0,1.0,31900.0
2024-12-10,cloop,meta,,[애사비딥] ASC 구매 캠페인_241023,0,0,0.0,3.0,61189.0
2024-12-10,cloop,meta,,[애사비딥] CBO 구매 캠페인,53301,657,1390920.24,63.0,3269845.0
2024-12-10,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,38755,502,1269948.8,45.0,2081969.0
2024-12-10,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,65309,663,1383450.68,77.0,3059894.0
2024-12-10,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6112,146,99752.41,4.0,164600.0
2024-12-10,cloop,meta,,[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,1.0,118800.0
2024-12-10,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,116671,1160,2477506.38,154.0,6271191.0
2024-12-10,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,0,0,0.0,0.0,0.0
2024-12-10,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,0,0,0.0,0.0,0.0
2024-12-11,cloop,meta,,(off)[애사비딥] ASC 구매 캠페인_241023,0,0,0.0,1.0,57900.0
2024-12-11,cloop,meta,,(off)[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,0.0,0.0
2024-12-11,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,6060,89,124312.76,13.0,516070.0
2024-12-11,cloop,meta,,[애사비딥] CBO 구매 캠페인,65475,956,1838510.86,101.0,4528554.0
2024-12-11,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,39653,541,1425700.25,62.0,3332093.0
2024-12-11,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,73759,740,1422685.44,72.0,2900514.0
2024-12-11,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,5846,146,101129.52,4.0,114600.0
2024-12-11,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,117132,1224,2543901.21,144.0,6115633.0
2024-12-12,cloop,meta,,(off)[애사비딥] ASC 구매 캠페인_241023,0,0,0.0,2.0,104100.0
2024-12-12,cloop,meta,,(off)[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,2.0,90321.0
2024-12-12,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,15250,251,363744.5,36.0,1835253.0
2024-12-12,cloop,meta,,[애사비딥] CBO 구매 캠페인,57913,1192,2006927.19,307.0,13877506.0
2024-12-12,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,34892,341,1182401.89,93.0,4198160.0
2024-12-12,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,52664,475,1135799.54,134.0,6059696.0
2024-12-12,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,7386,153,111101.98,13.0,647861.0
2024-12-12,cloop,meta,,[애사비소다] ASC_구매 캠페인_241212,1343,17,31619.97,0.0,0.0
2024-12-12,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,108647,1049,2646331.62,264.0,11478937.0
2024-12-12,cloop,meta,,[제로소다] 구매 ASC 캠페인 241126,0,0,0.0,1.0,45900.0
2024-12-12,cloop,meta,,[푸룬화이바] 결제시작 ASC 캠페인 241031,0,0,0.0,0.0,0.0
2024-12-12,cloop,meta,,[푸룬화이바] 구매 ASC 캠페인 241031,0,0,0.0,0.0,0.0
2024-12-13,cloop,meta,,(off)[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,0.0,0.0
2024-12-13,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,24976,255,431430.95,17.0,903753.0
2024-12-13,cloop,meta,,[애사비딥] CBO 구매 캠페인,53817,777,1396808.75,79.0,3422673.0
2024-12-13,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,25941,367,975606.73,36.0,1594554.0
2024-12-13,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,56397,361,931812.16,48.0,2032244.0
2024-12-13,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,7935,114,85472.49,5.0,151500.0
2024-12-13,cloop,meta,,[애사비소다] ASC_구매 캠페인_241212,15360,224,313033.48,17.0,728891.0
2024-12-13,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,123400,854,2145685.7,83.0,3791707.0
2024-12-13,cloop,meta,,[제로소다] 구매 ASC 캠페인 241213,6087,53,58854.2,3.0,106700.0
2024-12-14,cloop,meta,,(off)[애사비소다] ASC_구매 캠페인_241115,0,0,0.0,1.0,22900.0
2024-12-14,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,34274,429,464341.51,29.0,1154600.0
2024-12-14,cloop,meta,,[애사비딥] CBO 구매 캠페인,79305,1225,1533596.87,113.0,4612009.0
2024-12-14,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,25311,334,835357.81,33.0,1420813.0
2024-12-14,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,41491,359,826029.1,51.0,2343878.0
2024-12-14,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6575,178,92509.45,7.0,321372.0
2024-12-14,cloop,meta,,[애사비소다] ASC_구매 캠페인_241212,27500,617,513829.92,55.0,1972833.0
2024-12-14,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,93457,920,1850652.5,94.0,3775906.0
2024-12-14,cloop,meta,,[제로소다] 구매 ASC 캠페인 241213,35635,299,352703.93,11.0,479560.0
2024-12-15,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,40071,550,702958.52,36.0,1537652.0
2024-12-15,cloop,meta,,[애사비딥] CBO 구매 캠페인,99442,1757,1995497.28,144.0,6052210.0
2024-12-15,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,38800,612,1209523.85,65.0,3198660.0
2024-12-15,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,56250,578,1177090.18,54.0,2481426.0
2024-12-15,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,8957,240,120706.73,6.0,267300.0
2024-12-15,cloop,meta,,[애사비소다] ASC_구매 캠페인_241212,62914,1047,1134036.18,87.0,3460201.0
2024-12-15,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,86931,847,1869274.9,93.0,4021056.0
2024-12-15,cloop,meta,,[제로소다] 구매 ASC 캠페인 241213,52314,463,431230.1,30.0,1281254.0
2024-12-16,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,28138,245,502885.14,19.0,724631.0
2024-12-16,cloop,meta,,[애사비딥] CBO 구매 캠페인,90715,1284,1882348.69,113.0,4980096.0
2024-12-16,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,24998,411,853910.17,44.0,2007480.0
2024-12-16,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,30990,318,678243.67,23.0,898185.0
2024-12-16,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,8633,147,102726.02,5.0,194500.0
2024-12-16,cloop,meta,,[애사비소다] ASC_구매 캠페인_241212,71494,874,1168509.25,79.0,3075748.0
2024-12-16,cloop,meta,,[애사비소다] CBO 구매 캠페인_241019,96404,819,1969049.97,84.0,4210200.0
2024-12-16,cloop,meta,,[제로소다] 구매 ASC 캠페인 241213,48633,399,371264.53,27.0,1008633.0
2024-12-17,cloop,meta,,[애사비딥] ASC 구매 캠페인_241211,24673,242,471244.57,30.0,1392729.0
2024-12-17,cloop,meta,,[애사비딥] CBO 구매 캠페인,84958,1279,1888346.38,112.0,5084554.0
2024-12-17,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환값극대화,16924,270,598038.6,28.0,1515729.0
2024-12-17,cloop,meta,,[애사비소다] ASC_TEST_구매 캠페인_241203_전환수극대화,19758,276,537280.96,37.0,1675877.0
2024-12-17,cloop,meta,,[애사비소다] ASC_결제시작 캠페인,6680,141,105523.5,1.0,34900.0
